,08/09/2020,08/16/2020,08/23/2020,08/30/2020,09/06/2020,09/13/2020,09/20/2020,09/27/2020,10/04/2020,10/11/2020,10/18/2020,10/25/2020,11/01/2020,11/08/2020,11/15/2020,11/22/2020,11/29/2020,12/06/2020,12/13/2020,12/20/2020,12/27/2020,01/03/2021,01/10/2021,01/17/2021,01/24/2021,01/31/2021,02/07/2021,02/14/2021,02/21/2021,02/28/2021,03/07/2021,03/14/2021,03/21/2021,03/28/2021,04/04/2021,04/11/2021,04/18/2021,04/25/2021,05/02/2021,05/09/2021,05/16/2021,05/23/2021,05/30/2021,06/06/2021,06/13/2021,06/20/2021,06/27/2021,07/04/2021,07/11/2021,07/18/2021,07/25/2021,08/01/2021,08/08/2021,08/15/2021,08/22/2021,08/29/2021,09/05/2021,09/12/2021,09/19/2021,09/26/2021,10/03/2021,10/10/2021,10/17/2021,10/24/2021,10/31/2021,11/07/2021,11/14/2021,11/21/2021,11/28/2021,12/05/2021,12/12/2021,12/19/2021,12/26/2021,01/02/2222
rent_jay_and_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.129,1016.129,1016.129,1016.129,1016.129,1040.3226,1050,1050,1050,1035.4839,1016.129,1016.129,1016.129,1016.129,1050,1050,1050,1050,1025.8065,1016.129,1016.129,1116.129
rent_lafayette_and_spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781.9467,781.9467,781.9467,996.6849,1533.531,1533.531,1533.531,1533.531,1689.5958,1715.607,1715.607,1715.607,1711.2342,1707.955,1707.955,1707.955,1714.99,1757.203,1757.203,1757.203,1757.203,1885.7081,1937.11,1937.11,1937.11,2067.353,2241.01,2241.01,2241.01,2241.01,2002.198,2002.198,2002.198,2002.198,1593.3957,1429.874,1429.874,1529.874
rent_lincoln_place_and_5th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
rent_madison_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
rent_mccarren_park_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.3226,858.0645,858.0645,858.0645,858.0645,858.0645,858.0645,858.0645,858.0645,878.4946,886.6667,886.6667,886.6667,874.4086,858.0645,858.0645,858.0645,0,886.6667,886.6667,0,0,612.9032,0,0,100
rent_mccarren_park_south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.3226,858.0645,858.0645,858.0645,858.0645,858.0645,858.0645,858.0645,858.0645,878.4946,886.6667,886.6667,886.6667,874.4086,858.0645,858.0645,858.0645,858.0645,886.6667,886.6667,886.6667,886.6667,866.2365,858.0645,858.0645,958.0645
rent_smith_and_pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790.3226,790.3226,790.3226,790.3226,790.3226,790.3226,790.3226,809.1398,816.6667,816.6667,816.6667,805.3764,790.3226,790.3226,790.3226,790.3226,816.6667,816.6667,816.6667,816.6667,797.8494,790.3226,790.3226,890.3226
rent_washington_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
rent_wythe_diner,193.5484,677.4194,677.4194,677.4194,677.4194,696.77419,700,700,700,772.8323,827.4565,827.4565,827.4565,814.9559,739.9523,739.9523,739.9523,739.9523,686.3527,677.4194,677.4194,677.4194,677.4194,677.4194,677.4194,677.4194,677.4194,750,750,750,750,683.3328,683.3328,683.3328,683.3328,745.5569,792.225,792.225,792.225,961.8771,1386.007,1386.007,11386.01,1386.007,1038.4536,980.528,980.528,980.528,910.5828,858.1239,858.1239,858.1239,870.9215,947.7067,947.7067,947.7067,947.7067,1006.0224,1029.349,1029.349,1029.349,1734.1862,11986.47,11986.47,11986.47,11986.47,6102.513,6102.513,6102.513,6102.513,9513.161,677.4194,2427.419,2527.419
transpo_comm_13th_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_21st_and_9th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_5th_ave_and_lincoln_place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_71st_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_80th_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_88th_and_madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_9th_and_3rd_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_9th_and_ave_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_bedford_and_grand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_bedford_and_n_7th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_bergen_and_nevins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_bleecker_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_bowery_market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_broadway_and_w_30th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_broadway_and_w_79th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_brooklyn_commons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_court_and_bergen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_grand_army_plaza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_jay_and_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,1260,1260,1260,1260,1275,1281,1281,1281,1272,1260,1260,1260,1260,1281,1281,1281,1281,1266,1260,1260,1360
transpo_comm_lafayette_and_spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,300,0,100
transpo_comm_lincoln_place_and_5th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
transpo_comm_madison_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,1266,1260,1260,1360
transpo_comm_mccarren_park_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,1281,1281,1281,1269,1260,1260,1260,1260,1260,1260,1260,1260,1275,1281,1281,1281,1272,1060,960,1060,0,681,681,0,0,500,0,0,100
transpo_comm_mccarren_park_south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,1281,1269,1260,1260,1260,1260,1260,1260,1260,1260,1275,1281,1281,1281,1272,1260,1260,1260,1260,1281,1281,1281,1281,1266,1260,1260,1360
transpo_comm_smith_and_pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,1260,1260,1260,1260,1260,1260,1275,1281,1281,1281,1272,1260,1260,1260,1260,1281,1281,1281,1281,1266,1260,1260,1360
transpo_comm_washington_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,660,1060,1260,1260,1275,1281,1281,1281,1272,1260,1260,1260,1260,1281,1281,1281,1281,1266,1260,1260,1360
transpo_comm_wythe_diner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
prev_net_sales_13th_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493,2939.5,3825.35,4815.4,10
prev_net_sales_21st_and_9th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,6455.8,6195.25,10
prev_net_sales_5th_ave_and_lincoln_place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,10
prev_net_sales_71st_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7359.93,7044.75,7780,8133.81,9528.03,8548.41,9040.68,9187.18,10326.58,9317.96,9480.94,9661.67,8516.58,6416.33,9230.71,9746.15,10
prev_net_sales_80th_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634,5923.75,10
prev_net_sales_88th_and_madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7414.25,7476.5,10
prev_net_sales_9th_and_3rd_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501.5,2665.85,3221.62,3383.19,2455.75,3610.3,4848.65,10
prev_net_sales_9th_and_ave_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4638,3076.25,6366.5,7603.75,10
